# Zenith RA (deg), Zenith Dec (deg), Time (Julian Date)
81.41181,38.40893,2460326.62667
14.36457,38.29952,2460329.43250
25.12299,38.30760,2460332.45417
113.75209,38.48436,2460335.69167
280.57143,38.41201,2460339.14500
164.94193,38.56348,2460342.81417
127.31355,38.51223,2460346.69917
167.71751,38.56518,2460350.80000
286.11045,38.40026,2460355.11667
122.07237,38.50135,2460359.64917
36.19129,38.32099,2460364.39750
28.19801,38.31174,2460369.36167
98.03931,38.44728,2460374.54167
246.06130,38.49335,2460379.93750
111.59415,38.47814,2460385.54917
55.25796,38.35260,2460391.37667
76.79594,38.39776,2460397.42000
176.35115,38.56663,2460403.67917
353.76722,38.30147,2460410.15417
249.13669,38.48566,2460416.84500
222.31373,38.53486,2460423.75167
273.47239,38.42983,2460430.87417
42.33853,38.33231,2460438.21250
249.44103,38.48310,2460445.76667
174.19121,38.56377,2460453.53667
176.96784,38.56425,2460461.52250
257.75850,38.46293,2460469.72417
56.17488,38.35656,2460478.14167
292.85957,38.38196,2460486.77500
247.28141,38.48398,2460495.62417
279.62274,38.40994,2460504.68917
29.71817,38.31481,2460513.97000
217.99566,38.53637,2460523.46667
123.91861,38.50586,2460533.17917
107.88982,38.47246,2460543.10750
